ID,Event start date,One day?,Event end date,Day of the week,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Number of protesters,Number of protesters arrested,Number of protesters injured,Number of protesters killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
OD12032703,27.03.12,1,27.03.12,Tue,positive response,accede,company,,,market Kyivsky administration,,,small business,,,market Kyivsky,"Mobilization ended with success, as the market administration said tarrifs will not be increased.",,Odesa,Odesa,,small business rights,,,,0,0,0,N,,0,0,N
OD12032704,27.03.12,1,27.03.12,Tue,protest,destroy,,NGO,,Quality of Life,,company,,,,,Deputy Goncharenko and his NGO broke down a fence around sports yard occupied by private owners for construction.,OD12032704,Odesa,Odesa,,development projects,,,,0,0,0,Y,,0,0,N
OD12032705,27.03.12,1,27.03.12,Tue,protest,rally,neighborhood,,,village dwellers of Andreevo-Ivanovo,law-enforcement,law-enforcement,,,,,Villagers demand justice in a road accident where a former policeman hit a man.,,Odesa,Andreevo-Ivanovka village,,police abuse,police non-feasance,traffic regulation,21,0,0,0,N,,0,0,N
RV12032701,27.03.12,1,27.03.12,Tue,protest,rally,,NGO,,Mama,law-enforcement,law-enforcement,,,,police,Activists protested against prosecuting Kherson student for sticking anti-Yanukovych leaflets. They imitated police arresting protesters.,Detainment of students in Kherson,Rivne,Rivne,,police abuse,anti-Yanukovych,,,0,0,0,N,,0,0,N
RV12032702,27.03.12,1,27.03.12,Tue,protest,strike,workers,,,Nonwoven materials factory,company,company,,,,Nonwoven materials factory,Workers started strike as they are not receiving their wages since New year.,,Rivne,Rivne,,wage arrears,,,,0,0,0,N,,0,0,N
SUMY12032701,27.03.12,1,27.03.12,Tue,protest,disrupt,,party,rightists,Svoboda,local authorities,"migrants, local authorities",,,,city council,Some girls led by local nationalistic deputy disrupted conference on tackling racial and ethnic discrimination.,SUMY12032701,Sumy,Sumy,,neofascism,immigration,language,5,0,0,0,N,,0,0,N
SUMY12032702,27.03.12,1,27.03.12,Tue,protest,attack,,party,rightists,Svoboda,,local authorities,,,,,Some girls led by local nationalistic deputy disrupted conference on tackling racial and ethnic discrimination.  One girl poured kefir onto one of the organizers.,SUMY12032701,Sumy,Sumy,,neofascism,immigration,language,5,0,0,0,N,,0,0,N
UZ12032701,27.03.12,1,27.03.12,Tue,protest,rally,,NGO,,Mama,law-enforcement,law-enforcement,,,,police,Activists protested against prosecuting Kherson student for sticking anti-Yanukovych leaflets. They imitated police arresting protesters.,Detainment of students in Kherson,Uzhgorod,Uzhgorod,,police abuse,anti-Yanukovych,,,0,0,0,N,,0,0,N
ZP12032701,27.03.12,1,27.03.12,Tue,protest,picket,,party,leftists,CPU,,"party, rightists",,,,Svoboda leader Tyagnybok,CPU picketed Tyagnibok's visit and meeting in the house of culture. They tried to break into the building but police did not let them in.,ZP12032701,Zaporizhzhya,Zaporizhzhya,,anti-Tiahnybok,anti-Svoboda,,299,0,0,0,N,,0,0,N
ZP12032702,27.03.12,1,27.03.12,Tue,protest,break in,,party,leftists,CPU,,party,,,,Svoboda leader Tyagnybok,CPU picketed Tyagnibok's visit and meeting in the house of culture. They tried to break into the building but police did not let them in.,ZP12032701,Zaporizhzhya,Zaporizhzhya,,anti-Tiahnybok,anti-Svoboda,,,0,0,0,N,,0,0,N
ZP12032703,27.03.12,1,27.03.12,Tue,negative response,confrontation,state forces,,,police Berkut,,,,party,leftists,CPU,CPU picketed Tyagnibok's visit and meeting in the house of culture. They tried to break into the building but police did not let them in.,ZP12032701,Zaporizhzhya,Zaporizhzhya,,anti-Tiahnybok,anti-Svoboda,,,0,0,0,N,,0,0,N
ZT12032701,27.03.12,1,27.03.12,Tue,protest,rally,,party,leftists,CPU,local authorities,local authorities,,,,Zhytomyr region state administration,"Communists protested against wage arrears at local tramway and trolleybus department, rising tariffs and prices.",,Zhytomyr,Zhytomyr,,wage arrears,welfare,,199,0,0,0,N,,0,0,N
CRIMEA12032801,28.03.12,1,28.03.12,Wed,protest,rally,neighborhood,,,Alushtinsky resort dormitory inhabitants,government,communal enterprise,,,,"Alushtinsky resort administration, President Yanukovych",Citizens claimed they are ousted out from their dormitory and now they have nowhere to live.,,Crimea,Simferopol,,housing rights,,,19,0,0,0,N,,0,0,N
CRIMEA12032802,28.03.12,1,28.03.12,Wed,negative response,preclude,court,,,Simpheropol district court,,,,party,rightists,"Batkivschyna, Svoboda, UDAR, NRU, Front of Changes, Civic position",Court prohibited anti-government protest action on settling a tent camp.,get up!,Crimea,Simferopol,,anti-Yanukovych,,,,0,0,0,N,0,0,0,N
CV12032801,28.03.12,1,28.03.12,Wed,protest,rally,religious institution,,,,government,,,,,,Action 'Save life' was held by religious activists. They demanded prohibition of abortions,,Chernivtsi,Chernivtsi,,anti-abortions,,,9,0,0,0,N,,0,0,N
DP12032801,28.03.12,1,28.03.12,Wed,protest,rally,workers,,,housing office #5,communal enterprise,communal enterprise,,,,housing office #5,Yard-keepers protested against two-month wage arrears and closure of their housing office.,,Dnipropetrovsk,Dnipropetrovsk,,wage arrears,company closure,,49,0,0,0,N,,0,0,N
KIEV12032801,28.03.12,1,28.03.12,Wed,protest,symbolic,,initiative group,,"Vidsich, ""Union"" (Yednist)",government,government,,,,Verkhovna Rada,"Activists protested against draft law #2450, limiting freedom of assembly. They compared themselves with indians in a reservation.",,Kyiv,Kyiv,,civic liberties,,,,0,0,0,N,,0,0,N
KIEV12032802,28.03.12,1,28.03.12,Wed,protest,picket,,party,,BYT,government,government,,,,President's Administration,Activists demanded freedom for imprisoned Yulia Tymoshenko.,,Kyiv,Kyiv,,pro-Tymoshenko,civic liberties,,499,0,0,0,N,,0,0,N
KS12032801,28.03.12,1,28.03.12,Wed,protest,picket,"neighborhood, pensioners",,,dacha owners,local authorities,,,,,RSA,"Dacha owners worry about public transportation schedules and compensations, so they picketed RSA and spoke to mayor.",,Kherson,Kherson,,public transportation,,,,0,0,0,N,,0,0,N
TE12032801,28.03.12,1,28.03.12,Wed,protest,symbolic,students,NGO,,MAMA,law-enforcement,"law-enforcement, government",,,,"police, V.Yanukovych","Ternopil students supported two Kherson students, who were detained for distributing anti-Yanukovych posters. They held a small performance, describing detainment, and distributed the same posters.",Detainment of students in Kherson,Ternopil,Ternopil,,police abuse,anti-government,,,0,0,0,N,,0,0,N
CK12032901,29.03.12,1,29.03.12,Thu,protest,rally,,party,rightists,"Front Zmin, Svoboda, NRU",,government,,,,,Oppositional parties rallied against the government and trained to set up tents 'for the spring'.,get up!,Cherkasy,Cherkasy,,anti-government,,,15,0,0,0,N,,0,0,N
CRIMEA12032901,29.03.12,1,29.03.12,Thu,protest,rally,neighborhood,NGO,,"dwellers of Kryvoshty st., ""Civic Committee of Big Yalta""","local authorities, government",local authorities,,,,"Yalta town administration, President",Activists defended city green zones and against building of garages,,Crimea,Yalta,,development projects,environment,,31,0,0,0,N,,0,0,N
IF12032901,29.03.12,1,29.03.12,Thu,protest,tent camp,,party,rightists,"Batkivschyna, Svoboda, UDAR, NRU, Front of Changes, Civic position",,government,,,,President Yanukovych,"Activists tried to set a tent camp, initiating reference to Orange Revolution.",get up!,Ivano-Frankivsk,Ivano-Frankivsk,,anti-Yanukovych,housing rights,,,0,0,0,N,,0,0,N
KH12032901,29.03.12,1,29.03.12,Thu,protest,picket,,party,,BYT,law-enforcement,"law-enforcement, government",,,,General prosecutor's office in Kharkiv,"Adherents of BYT picketed General prosecutor's office in Kharkiv, demanding to stop political repressions and stop persecuting A.Avakov, who has been detained by Italian police on March, 26",,Kharkiv,Kharkiv,,police abuse,pro-Avakov,,51,0,0,0,N,,0,0,N
KH12032902,29.03.12,1,29.03.12,Thu,protest,rally,neighborhood,,,Citizens of Chuhuyiv,"local authorities, law-enforcement","local authorities, law-enforcement, company",,,,Unknown developer of Siverskyi Donets' bank,"Citizens of Chuhuyiv had a rally, trying to attract attention to the unlawful development project on the bank of river Siverskyi Donets",,Kharkiv,Chuhuyiv,,development projects,,,,0,0,0,N,,0,0,N
KH12032903,29.03.12,1,29.03.12,Thu,protest,picket,,party,,BYT,law-enforcement,"law-enforcement, government",,,,Kachanivska penal colony for women,"BYT activists from Chernivtsi came to Kharkiv in order to have a picket under Kachanivska penal colony for women. However, only sites from Chertivtsi report about this event, refering to the BYT press-release, while media from Kharkiv remain silent",KH11123001,Kharkiv,Kharkiv,,pro-Tymoshenko,police abuse,,121,0,0,0,N,,0,0,Y
KIEV12032901,29.03.12,1,29.03.12,Thu,protest,rally,,party,rightists,"Batkivschyna, Svoboda, UDAR, NRU, Front of Changes",law-enforcement,state forces,,,,police,"Activists protested against arrest of ""tene camp settlers"" protesters.",KIEV12032206,Kyiv,Kyiv,,police abuse,,,,0,0,0,N,,0,0,N
LUTSK12032901,29.03.12,1,29.03.12,Thu,protest,tent camp,,party,rightists,"Batkivschyna, Svoboda, UDAR, NRU, Front of Changes, Civic position",,government,,,,President Yanukovych,"Activists tried to set a tent camp, initiating reference to Orange Revolution.",get up!,Lutsk,Lutsk,,anti-Yanukovych,EURO-2012,housing rights,,0,0,0,N,,0,0,N
LVIV12032901,29.03.12,1,29.03.12,Thu,protest,blockade,neighborhood,,,Zbyranka village inhabitants,local authorities,local authorities,,,,"Lviv region state administration, Lviv city council","Local inhabitants blocked the road to pay attention to irregular and uncomfortable transportation from the village to Lviv, as well as to inproper garbage utilization.",,Lviv,Lviv,,public transportation,public utilities,,,0,0,0,N,,0,0,N
LVIV12032902,29.03.12,1,29.03.12,Thu,protest,rally,citizens,,,,local authorities,local authorities,,,,Truskavets town administration,Local inhabitants protested against too high fees on public utilities.,,Lviv,Truskavets,,public utilities,,,99,0,0,0,N,,0,0,N
LVIV12032903,29.03.12,1,29.03.12,Thu,protest,tent camp,,"party, NGO",rightists,"Youth for Changes, Struggler, Lions, Ourselves, Falcon, Youth UDAR, Youth NRU, Student Svoboda, Young Batkivschyna, MNK, Lvivschyna Student Fellowship",,government,,,,President Yanukovych,"Activists tried to set a tent camp, initiating reference to Orange Revolution.",get up!,Lviv,Lviv,,anti-Yanukovych,civic liberties,housing rights,,0,0,0,N,,0,0,N
LVIV12032904,29.03.12,1,29.03.12,Thu,positive response,accede,local authorities,,,"Lviv region state administration, Lviv city council",,,neighborhood,,,Zbyranka village inhabitants,"Local autorities agreed with local inhabitants' demands, after they had blocked the road to pay attention to irregular and uncomfortable transportation from the village to Lviv, as well as to inproper garbage utilization.",,Lviv,Lviv,,public transportation,public utilities,,,0,0,0,N,,0,0,N
MK12032901,29.03.12,1,29.03.12,Thu,protest,blockade,neighborhood,,,Sadova 9 inhabitants,,company,,,,Agroprod-ZKA,Local inhabitants blocked the entrance to the site of undesired building.,,Mykolaiv,Mykolaiv,,development projects,,,,0,0,0,N,,0,0,N
MK12032902,29.03.12,1,29.03.12,Thu,protest,picket,workers,,,Meridian,local authorities,company,,,,"Mykolaiv region state administration, administration of the company",Ex-workers of Meridian protested against criminal company closure.,MK12032702,Mykolaiv,Mykolaiv,,company closure,,,39,0,0,0,N,,0,0,N
MK12032903,29.03.12,1,29.03.12,Thu,protest,picket,,party,,PR,local authorities,,,,,Mykolaiv region state administration,Activists made a rally dedicated to death of raped and tortured Oksana Makar.,Mykolaiv rape,Mykolaiv,Mykolaiv,,police non-feasance,,,25,0,0,0,N,,0,0,N
MK12032904,29.03.12,1,29.03.12,Thu,protest,picket,,initiative group,,Community against disregard of law,law-enforcement,law-enforcement,,,,Mykolaiv region police department,Activists made a rally dedicated to death of raped and tortured Oksana Makar.,Mykolaiv rape,Mykolaiv,Mykolaiv,,police non-feasance,,,19,0,0,0,N,,0,0,N
OD12032901,29.03.12,1,29.03.12,Thu,protest,symbolic,,initiative group,rightists,Black committee,,government,,,,,"Black committee distributed ""Yanukovych condoms"".",,Odesa,Odesa,,anti-Yanukovych,,,,0,0,0,N,,0,0,N
OD12032902,29.03.12,1,29.03.12,Thu,protest,picket,workers,"party, trade union",leftists,"Automobile repair factory, CPU",local authorities,state enterprise,,,,RSA,Automobile repair factory workers picketed RSA demanding wages and against company closure/ raiders.,,Odesa,Odesa,,wage arrears,company closure,raiders,49,0,0,0,N,,0,0,N
OD12032903,29.03.12,1,29.03.12,Thu,protest,picket,small business,,,two concerned citizens of Kotovsk,"local authorities, law-enforcement",local authorities,,,,"RSA, city council",Two citizens of Kotovsk city protested by Odesa RSA against the market policy of their mayor.,,Odesa,Odesa,,small business rights,,,2,0,0,0,N,,0,0,N
SUMY12032901,29.03.12,1,29.03.12,Thu,protest,rally,,"party, NGO",,"Front Zmin, Young Batkivshyna, Renewal of country",,government,,,,,Youth of oppositional parties trained to set up tents for future protests.,get up!,Sumy,Sumy,,anti-government,,,11,0,0,0,N,,0,0,N
SUMY12032902,29.03.12,1,29.03.12,Thu,protest,rally,workers,,,"workers of ""Centrolit""","local authorities, company",company,,,,,"Workers of ""Centrolit"" gathered by their administrative building and then marched through the whole city to the city council.",SUMY12032902,Sumy,Sumy,,wage arrears,,,199,0,0,0,N,,0,0,N
SUMY12032903,29.03.12,1,29.03.12,Thu,protest,picket,workers,,,"workers of ""Centrolit""",local authorities,company,,,,city council,So they picketed city council.,SUMY12032902,Sumy,Sumy,,wage arrears,,,199,0,0,0,N,,0,0,N
UZ12032901,29.03.12,1,29.03.12,Thu,protest,tent camp,,"party, NGO",rightists,"Batkivschyna, Svoboda, UDAR, NRU, Front of Changes, Civic position",,government,,,,"President Yanukovych, Parliament","Activists tried to set a tent camp, initiating reference to Orange Revolution, criticizing government for unsatisfied electoral promises",,Uzhgorod,Uzhgorod,,anti-Yanukovych,housing rights,,,0,0,0,N,,0,0,N
CRIMEA12033001,30.03.12,1,30.03.12,Fri,protest,attack,citizens,,,,,journalists,,,,Chernomorska broadcasting company,"While journalists were working on TV news issue, supporters of its heroes tried to attack them.",,Crimea,Simferopol,,freedom of speech,,,3,0,0,0,N,0,0,0,N
DP12033001,30.03.12,2,,Fri,protest,tent camp,pensioners,,,,local authorities,local authorities,,,,Dnipropetrovsk region state administration,"Pensioners set a tent camp, protesting against closure of the local heriatrical hospital.",,Dnipropetrovsk,Dnipropetrovsk,,public health,,,61,0,0,0,N,,0,0,N
KIEV12033001,30.03.12,1,30.03.12,Fri,protest,picket,car owners,NGO,,Road control,law-enforcement,law-enforcement,,,,MIA,Drivers demanded justice in the affair of beated Road Control activist Shaposhnikov.,KIEV12032401,Kyiv,Kyiv,,police non-feasance,,,499,0,0,0,N,,0,0,N
KIEV12033002,30.03.12,1,30.03.12,Fri,protest,picket,neighborhood,"party, initiative group",rightists,"Svoboda, Committee for release of political prisoners, local dwellers ",local authorities,religious institution,,,,"Yagotyn town council, MP",Local inhabitants protested against transferring Kyiv patriarchate church to Moscow patriarchate.,,Kyiv,Yahotyn,,KP-MP,,,31,0,0,0,N,,0,0,N
KIEV12033003,30.03.12,1,30.03.12,Fri,protest,tent camp,,"NGO, party",,"Democratic Alliance, We are Europeans, SAM",state enterprise,state enterprise,,,,Naftogaz of Ukraine,"Activists protested against corruption schemes in Naftogaz, trying to install a tent camp",KIEV12033003,Kyiv,Kyiv,,corruption,,,,0,0,0,N,,0,0,N
KIEV12033004,30.03.12,1,30.03.12,Fri,negative response,beating,state forces,,,police,,,,"party, NGO",,"Democratic Alliance, We are Europeans, SAM",Police attacked activists.,KIEV12033003,Kyiv,Kyiv,,corruption,,,,0,0,0,N,,0,0,N
KIEV12033005,30.03.12,1,30.03.12,Fri,protest,rally,,party,rightists,"NRU, Batkivschyna, Front of Changes, Svoboda",law-enforcement,law-enforcement,,,,Kyiv city police department,"People wanted back their tents, confiscated during protest action against current regime.","KIEV12032206, get up!",Kyiv,Kyiv,,police abuse,anti-government,civic liberties,,0,0,0,N,,0,0,N
KIEV12033006,30.03.12,1,30.03.12,Fri,negative response,preempt,state forces,,,police,,,car owners,NGO,,Road control,Police tried to take the car of one of the protesters.,KIEV12032401,Kyiv,Kyiv,,police non-feasance,,,,0,0,0,N,,0,0,N
KR12033001,30.03.12,1,30.03.12,Fri,protest,picket,,party,leftists,CPU,local authorities,local authorities,,,,city council,Communists picketed city council session for lower tarrifs on public utilities and public health financing,,Kirovograd,Kirovograd,,public health,public utilities,,19,0,0,0,N,,0,0,N
