,ID,Event start date,One day?,Event end date,Day of the week,x,y,month,Location String,coordinates,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Pavlichenko,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Public transportation,Number of protesters,Number of civilians arrested,Number of civilians injured,Number of civilians killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
506,CRIMEA13110303,11/3/2013,1,11/3/2013,Sun,34.4030347,44.6881228,59,"Crimea, Alushta",POINT (34.4030347 44.6881228),protest,attack,citizens,,,angered citizens,,state forces,,,,drunken road police,In Alushta citizens beat drunken road police for harassing people.,,,Crimea,Alushta,,police abuse,,,,11.0,0.0,0.0,0,Y,,1.0,0,N
507,CRIMEA13110401,11/4/2013,1,11/4/2013,Mon,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,blockade,"parents, neighborhood",,,"people from Peremogy microdistrict, parents of schoolchildren",company,company,,,,developer,people rallied against development project on the territory of their school,CRIMEA13110401,,Crimea,Sevastopol,morning,development projects,,,,,0.0,0.0,0,N,13.0,0.0,0,N
508,CRIMEA13110402,11/4/2013,1,11/4/2013,Mon,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,destroy,"parents, neighborhood",,,"people from Peremogy microdistrict, parents of schoolchildren",,company,,,,developer,in the evening people destroyed the fence around the construction site,CRIMEA13110401,,Crimea,Sevastopol,19:00:00,development projects,,,,199.0,0.0,0.0,0,Y,13.0,0.0,0,N
509,CRIMEA13110403,11/4/2013,1,11/4/2013,Mon,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,demonstration/march,,party,Ruthenian nationalists,Russian Bloc,,,,,,,people marched on the day of Unity with pro-Russian slogans,CRIMEA13110201,,Crimea,Sevastopol,morning,Russian nationalism,,,,999.0,0.0,0.0,0,N,,0.0,0,N
510,CRIMEA13110404,11/4/2013,1,11/4/2013,Mon,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,demonstration/march,,NGO,Russian nationalists,"Russian Community of Sevastopol, Rus Edinaya (United Rus), Imperial cossacs Union, ",,,,,,,they had their march on the Unity day with pro-Russian slogans,CRIMEA13110201,,Crimea,Sevastopol,,Russian nationalism,,,,499.0,0.0,0.0,0,N,,0.0,0,N
511,CRIMEA13110405,11/4/2013,1,11/4/2013,Mon,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,demonstration/march,,"party, NGO",Russian nationalists,Russian Unity and Youth Unity,,,,,,,they had their march on Unity day with pro-Russian slogans,CRIMEA13110201,,Crimea,Sevastopol,18:00:00,Russian nationalism,,,,501.0,0.0,0.0,0,N,,0.0,0,N
512,CRIMEA13110601,11/6/2013,approximate,11/6/2013,Wed,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,rally,,"initiative group, NGO",Russian nationalists,"Russian community of Sevastopol, Russian community ""Sobol"", movement ""For united Russia"", Kazachya chernomorskaya sotnia",,"ethnic minority, religious institution",,,,synagogue construction ,Activists protested against Jews. ,CRIMEA13110601,,Crimea,Sevastopol,,development projects,antisemitism,,,,0.0,0.0,0,N,,0.0,0,N
513,CRIMEA13110602,11/6/2013,approximate,11/6/2013,Wed,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,symbolic,unknown,,,"likely participants of CRIMEA13110601
",,"ethnic minority, religious institution",,,,Synagogue of Jews' community,Activists pelted synagogue with pigs' heads. ,CRIMEA13110601,,Crimea,Sevastopol,,development projects,antisemitism,,,,0.0,0.0,0,N,0.0,0.0,0,N
514,CRIMEA13110701,11/7/2013,approximate,11/7/2013,Thu,33.97001182537595,45.039428650000005,59,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,vandalism,,,islamists,"people, shouting ""Allah Akbar""",,,,,,,"3 unknown persons spoiled memorial plate to victims of the red terror. The deep scratches were left on it.It was made by people who shouted ""Allahu Akbar""",,,Crimea,Simferopol,,Islamic fundamentalism,,,,3.0,0.0,0.0,0,Y,0.0,0.0,0,N
516,CRIMEA13111002,11/10/2013,1,11/10/2013,Sun,33.97001182537595,45.039428650000005,59,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,destroy,unknown,,,Unknown,,politician,,,,Mustafa Jemilev ,"Unknown broke windscreen of people's deputy Jemilev's car with a stone. he relates this to arsons of Tartars mosques. however, some doubts it has relation to politics",CRIMEA13101305,,Crimea,Simferopol,,anti-Jemilev,anti-Tartars,,,,0.0,0.0,0,Y,0.0,0.0,0,Y
518,CRIMEA13111102,11/11/2013,2,,Mon,34.0424712,44.4172226,59,"Crimea, Alupka",POINT (34.0424712 44.4172226),protest,hunger strike,citizens,,,Resident of Alupka city P.Nurgeldiev,law-enforcement,"foreign citizens, local authorities, religious institution",,,,"Russian priest, Officials of Ukraine, General prosecution",P.Nurgeldiev announced hunger strike against violation of his and his family rights and liberties by officials of Ukraine (because of his unsuccessful attempts to return a part of lot that was given to parson).,,,Crimea,Alupka,,land,officials' illegal actions,,,1.0,0.0,0.0,0,N,0.0,0.0,0,N
519,CRIMEA13111201,11/12/2013,1,11/12/2013,Tue,33.97001182537595,45.039428650000005,59,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,destroy,"ethnic minority, neighborhood",,,Dwellers who live on the outskirts of Simferopol (Zhygulina Roshcha) - likely Crimean Tatars,,company,,,,"Building company Epicenter, Resperkum, Skorpion","Dwellers  destroyed fence of  ""Meganom"" (shopping mall) building area. Building company had all necessary documents. some confrontation took place ",CRIMEA13111201,,Crimea,Simferopol,,land,development projects,,,59.0,0.0,0.0,0,Y,,0.0,0,N
520,CRIMEA13111202,11/12/2013,1,11/12/2013,Tue,33.97001182537595,45.039428650000005,59,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),negative response,fight,company,,,"Building company Epicenter, Resperkum, Skorpion",,,"ethnic minority, neighborhood",,, Dwellers who live on the outskirts of Simferopol - likely Crimean Tatars,A fight occurred between dwellers and builders when dwellers tried to destroy a fence.,CRIMEA13111201,,Crimea,Simferopol,,land,development projects,,,,0.0,1.0,0,N,,0.0,0,N
521,CRIMEA13111203,11/12/2013,1,11/12/2013,Tue,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,picket,citizens,,,Residents of Sevastopol,foreign country,"local authorities, religious institution",,,,"Ministry of Defence of the Russian Federation, some church and local authorities",Residents were not sure that the church would be built in the ex-hall of Black sea fleet museum. They claimed that nobody showed them documents. they wanted transparency ,,,Crimea,Sevastopol,morning ,development projects,,,,15.0,0.0,0.0,0,N,,0.0,0,N
522,CRIMEA13111301,11/13/2013,approximate,11/13/2013,Wed,33.97901053433917,44.6768054,59,"Crimea, Bakhchysarai",POINT (33.97901053433917 44.6768054),protest,picket,neighborhood,,,Residents of Bakhchysarai,communal enterprise,communal enterprise,,,,"Bakhchysarai communal enterprise ""Teploenergo"" (heating supplier)",Residents protested against paying Teploenergo for heating while they didn't use this service. ,,,Crimea,Bakhchysarai,,public utilities,,,,25.0,0.0,0.0,0,N,1.0,0.0,0,N
523,CRIMEA13111302,11/13/2013,1,11/13/2013,Wed,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,picket,,NGO,Russian nationalists,"Chernomorskaya kazachia sotnia, pro-Russian NGO",foreign country,"foreign country, rightists, LGBT, IGO",,,,"Poland, LGBT, EU, Polish neofascists",Activists of pro-Russian NGO protested againsts attack on Russian council in Poland by Polish neonatsi. Because of this they protested also against pro-LGBT EU,,,Crimea,Sevastopol,,EU,anti-LGBT,Russian nationalism,,49.0,0.0,0.0,0,N,2.0,0.0,0,N
524,CRIMEA13111401,11/14/2013,1,11/14/2013,Thu,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,symbolic,small business,NGO,,"Semen Finik, NGO of progressive citizens of Sevastopol","communal enterprise, politician, company","communal enterprise, politician, company",,,,"M. Azarov, V. Pshonka, Pilat I., Evdokimova I., Poddubov A., Kozlov D., Boyko N., Dvoynikov Y., Sevastopolenergo, Vogokanal","S.Finik hang banner ""These stinkers rob me and other residents of Sevastopol'"", presumably because authorities want to take his business. he mentioned and blamed also many local and central officials",,,Crimea,Sevastopol,,small business rights,anti-local authorities,anti-government,,1.0,0.0,0.0,0,N,,0.0,0,N
525,CRIMEA13111501,11/15/2013,approximate,11/15/2013,Fri,33.4322551,45.2882929,59,"Crimea, Pobiedne village ",POINT (33.4322551 45.2882929),protest,arson,unknown,,,unknown,,education institution,,,,director of studies of a scandalous school ,"Teacher's car was burned down, presumably it is connected with conflict between pupil (daughter of the head of village council) and another teacher. It can be a result of arson. ",,,Crimea,Pobiedne village ,04:00:00,officials' illegal actions,,,,,0.0,0.0,0,Y,0.0,0.0,0,Y
528,CRIMEA13111901,11/19/2013,approximate,11/19/2013,Tue,36.5685685,45.3162065,59,"Crimea, Kerch",POINT (36.5685685 45.3162065),positive response,accede,local authorities,,,Local authorities of Kerch ,,,journalists,,,Television and Radio Company Briz ,Journalists collect 500 signatures and the lot with radio repeater was returned to them by local authorities. Before this the lot was taken by authorities because of critical articles. some protest had been organized on the issue previously,,,Crimea,Kerch,,freedom of speech,,,,,0.0,0.0,0,N,0.0,0.0,0,N
529,CRIMEA13112001,11/20/2013,1,11/20/2013,Wed,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,picket,citizens,,,Residents of Sevastopol and other Crimean cities ,foreign country,company,,,,"Consulate-general of the Russian Federation, Black sea fleet Construction administration of Russian Federation
","Dwellers protested for receiving their flats. They invested money in new building 7 years ago. However, the construction works are still not finished.",,,Crimea,Sevastopol,,housing rights,fraud,,,31.0,0.0,0.0,0,N,,0.0,0,N
530,CRIMEA13112301,11/23/2013,1,11/23/2013,Sat,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,graffiti,unknown,,,Unknown,,law-enforcement,,,,DAI,Unknown wrote offensive words (swearing) addressed to DAI on the monument to Sevastopol defenders and on monument Sapun-gora.,CRIMEA13112301,,Crimea,Sevastopol,,police abuse,,,,,0.0,0.0,0,Y,0.0,0.0,0,N
531,CRIMEA13112302,11/23/2013,1,11/23/2013,Sat,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),negative response,criminal case,law-enforcement,,,Police ,,,unknown,,,unknown,A criminal case was opened because someone wrote offensive words (swearing) on the monument to Sevastopol defenders (CRIMEA13112301).,CRIMEA13112301,,Crimea,Sevastopol,,police abuse,,,,,0.0,0.0,0,N,0.0,0.0,0,N
533,CRIMEA13112402,11/24/2013,1,11/24/2013,Sun,33.97001182537595,45.039428650000005,59,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,demonstration/march,,party,,"Pro-EU protesters, Batkivshyna",government,government,,,,"V.Yanukovich, Verkhovna Rada, Cabinet of Ministers ",Rally in support of EU-Ukraine association. ,Euromaidan,,Crimea,Simferopol,,EU,anti-government,,,165.0,0.0,0.0,0,N,13.0,0.0,0,N
534,CRIMEA13112403,11/24/2013,1,11/24/2013,Sun,33.97001182537595,45.039428650000005,59,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,rally,"workers, local authorities","party, NGO",Russian nationalists,"Against-EU protesters, Verkhovna Rada of ARC, PR, Russian Unity",local authorities,IGO,,,,"EU, Parliament of Crimea","Rally against EU-Ukraine association, presumably organized by city council. ",Anti-Euromaidan,,Crimea,Simferopol,,EU,Russia Customs Union,Russian nationalism,,3750.0,0.0,0.0,0,N,,0.0,0,N
535,CRIMEA13112501,11/25/2013,1,11/25/2013,Mon,36.5685685,45.3162065,59,"Crimea, Kerch",POINT (36.5685685 45.3162065),protest,symbolic,,NGO,,"Military search club ""Patriot""",local authorities,local authorities,,,,Kerch deputy mayor Alexei Milovanov,"Military search club ""Patriot"" members brought the remains of soviet soldiers, who were found during an expedition, to the Kerch city council, demanding deputy mayor Alexei Milovanov to sign documents which will allow a proper burial for 52 dead warriors. Deputy mayor avoids journalists.",,,Crimea,Kerch,,insufficient financing,WW2,,,2.0,0.0,0.0,0,N,,0.0,0,N
536,CRIMEA13112502,11/25/2013,1,11/25/2013,Mon,33.3550266,45.1984239,59,"Crimea, Yevpatoria",POINT (33.3550266 45.1984239),protest,demonstration/march,religious institution,,,Ukrainian Orthodox (MP),,religious institution,,,,Ukrainian Orthodox (KP),"they marched ""For Canonic Orthodoxy"" because Ukrainian Orthodox (KP) built their church in the city",CRIMEA13112502,,Crimea,Yevpatoria,,development projects,KP-MP,,,,0.0,0.0,0,N,,0.0,0,N
537,CRIMEA13112503,11/25/2013,2,11/29/2013,Mon,33.97001182537595,45.039428650000005,59,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,rally,ethnic minority,party,,"Crimean Tatars, BYT, UDAR, Democratic Allaince",,government,,,,governmetn,they had their local Euromaidan. reported numbers,Euromaidan,,Crimea,Simferopol,,EU,anti-Azarov,,,31.0,0.0,0.0,0,N,9.0,0.0,0,N
538,CRIMEA13112701,11/27/2013,1,11/27/2013,Wed,33.97001182537595,45.039428650000005,59,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,picket,,party,Russian nationalists,"anti-EU protesters, Russian flags present, PR","local authorities, government",IGO,,,,"PArliament of Crimea, governmetn, EU",they supported decisions of government against EU integration and demanded Custom Union,Anti-Euromaidan,,Crimea,Simferopol,,Russia Customs Union,Russian nationalism,pro-government,,301.0,0.0,0.0,0,N,,0.0,0,N
539,CRIMEA13112702,11/27/2013,1,11/27/2013,Wed,33.97001182537595,45.039428650000005,59,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,symbolic,,party,Russian nationalists,"anti-EU protesters, Russian flags present, PR","local authorities, government",LGBT,,,,"local authorities, government, LGBT","in the course of action they burned two dolls, symbolizing LGBT ",Anti-Euromaidan,,Crimea,Simferopol,,EU,Russia Customs Union,anti-LGBT,,,0.0,0.0,0,N,,0.0,0,N
540,CRIMEA13112703,11/27/2013,1,11/27/2013,Wed,33.97001182537595,45.039428650000005,59,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,picket,,"party, NGO","leftists, Russian nationalists","CPU, Russian Bloc, Russian movement of Crimea",government,IGO,,,,"President, EU","they protested against EU and fro Russia Custom Union, supported Azarov",Anti-Euromaidan,,Crimea,Simferopol,,EU,Russia Customs Union,pro-government,,75.0,0.0,0.0,0,N,,0.0,0,N
541,CRIMEA13112704,11/27/2013,1,11/27/2013,Wed,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,graffiti,unknown,,,unknown,,law-enforcement,,,,road police,Unknown again wrote offensive words (swearing) addressed to DAI on the monument to Sevastopol defenders,CRIMEA13112301,,Crimea,Sevastopol,,police abuse,,,,,0.0,0.0,0,Y,0.0,0.0,0,N
542,CRIMEA13112705,11/27/2013,1,11/27/2013,Wed,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,rally,,"party, NGO","leftists, Russian nationalists","Russian Community of Sevastopol, Russian Bloc, CPU",,government,,,,government,"they rallied for Russian Custom Union, with Russian flags",Anti-Euromaidan,,Crimea,Sevastopol,,Russia Customs Union,Russian nationalism,,,501.0,0.0,0.0,0,N,25.0,0.0,0,N
543,CRIMEA13112801,11/28/2013,1,11/28/2013,Thu,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,rally,citizens,,,pro-EU protesters,government,,,,,government,they demanded EU integration,Euromaidan,,Crimea,Sevastopol,,EU,,,,49.0,0.0,0.0,0,N,,0.0,0,N
544,CRIMEA13112802,11/28/2013,approximate,11/28/2013,Thu,33.50804620439108,45.25688975,59,"Crimea, Saky",POINT (33.50804620439108 45.25688975),protest,picket,neighborhood,,,people from a dormitory,court,company,,,,"district court, company-owner of a dormitory",people protested because company-owner wanted to evict them through court,CRIMEA13112802,,Crimea,Saky,,housing rights,,,,21.0,0.0,0.0,0,N,,0.0,0,N
545,CRIMEA13112803,11/28/2013,1,11/28/2013,Thu,34.1705001,44.4974557,59,"Crimea, Yalta",POINT (34.1705001 44.4974557),protest,rally,students,,,Students of Crimean Humanitarian University,government,,,,,government,"lack of information, but they rallied for EU integration",Euromaidan,,Crimea,Yalta,,EU,,,,,0.0,0.0,0,N,,0.0,0,N
546,CRIMEA13112901,11/29/2013,1,11/29/2013,Fri,34.1705001,44.4974557,59,"Crimea, Yalta",POINT (34.1705001 44.4974557),negative response,harass,education institution,,,Crimean Humanitarian University,,,"teachers, students",,,Students and teachers of Crimean Humanitarian University,they were harassed not to participate or organize pro-EU protests,Euromaidan,,Crimea,Yalta,,EU,,,,,0.0,0.0,0,N,0.0,0.0,0,N
547,CRIMEA13120101,12/1/2013,2,12/8/2013,Sun,33.97001182537595,45.039428650000005,60,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,rally,"ethnic minority, students",party,rightists,"pro-EU citizens, Crimean Tatars, KUN",local authorities,government,,,,"local authorities, government","they rallied in reaction to events in Kyiv on 30th of November, demanding governmetn resignation. reported numbers from 30 to 500",Euromaidan,,Crimea,Simferopol,,police abuse,EU,anti-government,,265.0,0.0,0.0,0,N,,0.0,0,N
548,CRIMEA13120102,12/1/2013,1,12/1/2013,Sun,33.97001182537595,45.039428650000005,60,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,demonstration/march,"ethnic minority, students",,,"pro-EU protesters, Crimean Tatars",local authorities,government,,,,"local authorities, government","they marched in reaction to events in Kyiv on 30th of November, demanding governmetn resignation. ",Euromaidan,,Crimea,Simferopol,,police abuse,EU,anti-government,,225.0,0.0,0.0,0,N,,0.0,0,N
