ID,Event start date,One day?,Event end date,Day of the week,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Pavlichenko,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Public transportation,Number of protesters,Number of civilians arrested,Number of civilians injured,Number of civilians killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
KIEV13120314,12/3/2013,1,12/3/2013,Tue,protest,resign,journalists,,,journalist Manina - assistant of PR deputy Netetska,,"party, government",,,,"PR, government",she resigned because of violent events on Kyiv Euromaidan ,Euromaidan,,Kyiv,Kyiv,,police abuse,anti-PR,anti-government,,1,0,0,0,N,0,0,0,N
KIEV13120401,12/4/2013,2,12/10/2013,Wed,protest,blockade,"car owners, politician",,,"local dwellers, occasionally - some opposition",,"state forces, government",,,,"internal forces, government","Vasylkiv dwellers blockaded buses of internal forces, demanding their superiors to turn troops back",Euromaidan,,Kyiv,Vasylkiv,,police abuse,anti-government,,,141,0,0,0,N,301,0,0,N
KIEV13120402,12/4/2013,1,12/4/2013,Wed,protest,symbolic,citizens,,,some of the Euromaidan protesters,,"leftists, party",,,,CPU,on Euromaidan somebody threw Communist flag on the ground and suggested people to clean their shoes on it,Euromaidan,,Kyiv,Kyiv,,anti-Communism,anti-CPU,,,,0,0,0,N,,0,0,N
KIEV13120403,12/4/2013,1,12/4/2013,Wed,protest,picket,,party,rightists,"Euromaidan activists, opposition",party,party,,,,PR,opposition picketed PR rally,Euromaidan,,Kyiv,Kyiv,,anti-PR,,,,,0,0,0,N,,0,0,N
KIEV13120404,12/4/2013,2,12/22/2013,Wed,protest,tent camp,,party,,PR,government,party,,,,"government, opposition",tent camp in support of government and against opposition was installed in front of the Parliament ,Euromaidan,,Kyiv,Kyiv,,pro-government,anti-opposition,,,,0,0,0,N,,0,0,N
KIEV13120405,12/4/2013,1,12/4/2013,Wed,protest,demonstration/march,students,,,students,government,government,,,,Ministry of Eduction,"they marched and picketed ministry, demanding Minister and his deputy resignation because of pressure on protesting students",Euromaidan,,Kyiv,Kyiv,,civic liberties,officials' illegal actions,anti-Tabachnyk,,499,0,0,0,N,,0,0,N
KIEV13120406,12/4/2013,1,12/4/2013,Wed,protest,break in,students,,,students,government,government,,,,Ministry of Eduction,"during the action (KIEV13120405) they broke into the territory of Ministry, taking gates away off hinges and putting them back on",Euromaidan,,Kyiv,Kyiv,,civic liberties,officials' illegal actions,anti-Tabachnyk,,499,0,0,0,N,,0,0,N
KIEV13120407,12/4/2013,1,12/4/2013,Wed,protest,demonstration/march,,party,rightists,"opposition, Euromaidan","law-enforcement, government","law-enforcement, government",,,,"Ministry of interior, General prosecution",they marched and picketed Ministry and prosecution because of imprisonment of Euromaidan activists (KIEV13120311). reported numbers - 300 to 3000,Euromaidan,,Kyiv,Kyiv,,civic liberties,police abuse,anti-government,,1651,0,0,0,N,,0,0,N
KIEV13120408,12/4/2013,1,12/4/2013,Wed,protest,demonstration/march,,party,rightists,"opposition, Euromaidan",court,"law-enforcement, court",,,,"Shevchenko district court, law-enforcement, Podilskyi remand","another demonstration picketed Shevchenko district court and Podilskyi remand in support of people, imprisoned (KIEV13120311) ",Euromaidan,,Kyiv,Kyiv,,civic liberties,police abuse,anti-government,,1751,0,0,0,N,,0,0,N
KIEV13120409,12/4/2013,1,12/4/2013,Wed,positive response,accede,government,,,ministry of education,,,students,,,protesting students,after students' protests (see KIEV13120405 and 06) ministry made and signed official order against repressions of protesting students,Euromaidan,,Kyiv,Kyiv,,civic liberties,officials' illegal actions,,,,0,0,0,N,0,0,0,N
KIEV13120410,12/4/2013,approximate,12/4/2013,Wed,negative response,preclude,court,,,shevchenko district court,,,journalists,"initiative group, party",rightists,"Common cause, Tetiana Chornovil, Right Sector, but mostly - Svoboda. later joined by other pro-EU protesters, UDAR, BYT","some court ordered protesters to go away from administrative buildings (KMDA, CAbinet of Ministers), they had occupied or blocked",Euromaidan,,Kyiv,Kyiv,,police abuse,EU,anti-government,,,0,0,0,N,0,0,0,N
KIEV13120411,12/4/2013,1,12/4/2013,Wed,protest,blockade,car owners,,,pro-EU protesters,state forces,state forces,,,,Base of Berkut on Chervonozoriana Street,car owners blocked base of Berkut,Euromaidan,,Kyiv,Kyiv,,police abuse,,,,31,0,0,0,N,,0,0,N
KIEV13120412,12/4/2013,2,12/9/2013,Wed,protest,tent camp,,party,rightists,"opposition, Euromaidan",law-enforcement,law-enforcement,,,,general prosecution,tent camp was installed for vigil in front of general prosecution,Euromaidan,,Kyiv,Kyiv,,civic liberties,police abuse,anti-government,,,0,0,0,N,,0,0,N
KIEV13120413,12/4/2013,1,12/4/2013,Wed,protest,demonstration/march,,initiative group,leftists,"anarchists, Left Opposition, Peoples' Block (Narodnyi Blok)",,"state forces, government",,,,"government, special forces",they marched against government and demanded cancellation of special forces in relation to violent events on Euromaidan,Euromaidan,,Kyiv,Kyiv,20:00:00,police abuse,anticapitalism,anti-government,,125,0,0,0,N,,0,0,N
KIEV13120414,12/4/2013,1,12/4/2013,Wed,protest,attack,,,rightists,"obviously rightist activists of Euromaidan, Svoboda suspected",,,,trade union,leftists,"leftist activists, working with Confederatio of independent trade unions","some people attacked leftists and trade union activists, who were agitating against Labor Code on Euromaidan. 3 leftists injured",Euromaidan,,Kyiv,Kyiv,18:00:00,neofascism,anti-leftists,,,31,0,3,0,Y,,0,0,N
KIEV13120415,12/4/2013,1,12/4/2013,Wed,protest,picket,citizens,,,"some sportsmen, likely payed",foreign country,"foreign country, party",,,,"Polish embassy, opposition","they picketed Polish embassy, demanding Poland to stop supporting opposition",Euromaidan,,Kyiv,Kyiv,,anti-opposition,anti-Polish,,,29,0,0,0,N,,0,0,N
KIEV13120416,12/4/2013,approximate,12/4/2013,Wed,negative response,dismiss,company,,,Tire factory,,,workers,,,workers of factory,it was reported that some people were fired because of their support of Euromaidan,Euromaidan,,Kyiv,Bila Tserkva,,police abuse,EU,anti-government,,,0,0,0,N,,0,0,N
KIEV13120417,12/4/2013,approximate,12/4/2013,Wed,negative response,harass,state forces,,,police,,,workers,,,workers,it was reported that some people were harassed because of their support of Euromaidan,Euromaidan,,Kyiv,Bila Tserkva,,police abuse,EU,anti-government,,,0,0,0,N,,0,0,N
KIEV13120501,12/5/2013,1,12/5/2013,Thu,protest,picket,journalists,initiative group,,Stop censorship,IGO,"state forces, government",,,,"OSCE, government, Berkut","they picketed OSCE meeting, protesting against government, dictatorship, censorship, beating of journalists on Euromaidan",Euromaidan,,Kyiv,Kyiv,,police abuse,freedom of speech,anti-government,,12,0,0,0,N,,0,0,N
KIEV13120502,12/5/2013,1,12/5/2013,Thu,protest,symbolic,,party,rightists,"opposition, Euromaidan",,,,,,,they put EU flag on flagpole of KMDA,Euromaidan,,Kyiv,Kyiv,,EU,Ukrainian nationalism,,,999,0,0,0,N,,0,0,N
KIEV13120503,12/5/2013,1,12/5/2013,Thu,protest,picket,citizens,,,Euromaidan activists,law-enforcement,"law-enforcement, government",,,,"city poliсe office, government","people picketed police office, demanding to release people, arrested during  attack on President administration",Euromaidan,,Kyiv,Kyiv,,civic liberties,anti-government,,,49,0,0,0,N,,0,0,N
KIEV13120504,12/5/2013,1,12/5/2013,Thu,other repression,confrontation,unknown,,,some sportsmen,,,journalists,,,"BBC journalist, others",near KMDA some sportsmen hindered work of journalists,Euromaidan,,Kyiv,Kyiv,,freedom of speech,,,,,0,0,0,N,,0,0,N
KIEV13120505,12/5/2013,1,12/5/2013,Thu,negative response,arrest,law-enforcement,,,law-enforcement,,,journalists,NGO,,"Road control activist Dzyndzia and Khadzhynov, and Kulykovskyi","they were arrested in relation to attack on Administration of the President (KIEV13120120). Khadzhynov, and Kulykovskyi were released the same day ",Euromaidan,,Kyiv,Kyiv,,police abuse,EU,anti-government,,,3,0,0,N,,0,0,N
KIEV13120506,12/5/2013,1,12/5/2013,Thu,negative response,beating,state forces,,,state forces,,,journalists,NGO,,"Road control activist Dzyndzia and Khadzhynov, and Kulykovskyi","it was reported, that after arrest (KIEV13120505) they were beaten. officials denied",Euromaidan,,Kyiv,Kyiv,,police abuse,EU,anti-government,,,0,1,0,N,,0,0,Y
KIEV13120507,12/5/2013,1,12/5/2013,Thu,protest,blockade,car owners,NGO,,Road control activists,law-enforcement,law-enforcement,,,,Department against organized crime,"Because of Road control activists arrest (KIEV13120505), activists partly blocked the road near police department",Euromaidan,,Kyiv,Kyiv,,civic liberties,,,,29,0,0,0,N,,0,0,N
KIEV13120509,12/5/2013,1,12/5/2013,Thu,protest,demonstration/march,citizens,,,Euromaidan,state forces,state forces,,,,Berkut office and dormitory,"they picketed Berkut's office and dormitory, protesting against power abuse",Euromaidan,,Kyiv,Kyiv,,civic liberties,police abuse,,,99,0,0,0,N,,0,0,N
KIEV13120510,12/5/2013,1,12/5/2013,Thu,negative response,attack,"neighborhood, state forces",,,dwellers of Berkut's dormitory,,,citizens,,,Euromaidan,"during picket of Berkut's dormitory, dwellers of the dormitory threw eggs at protesters",Euromaidan,,Kyiv,Kyiv,,civic liberties,police abuse,,,,0,0,0,N,,0,0,N
KIEV13120511,12/5/2013,1,12/5/2013,Thu,protest,picket,,"party, NGO",rightists,"Road control, Svoboda",law-enforcement,law-enforcement,,,,Department against organized crime and Remand,"they picketed department, where arrested activists were (KIEV13120505)",Euromaidan,,Kyiv,Kyiv,,civic liberties,police abuse,,,199,0,0,0,N,,0,0,N
KIEV13120512,12/5/2013,1,12/5/2013,Thu,negative response,confrontation,state forces,,,police,,,lawyers,"party, NGO",rightists,"lawyer of detained activists, Road control, Svoboda","confrontation happened when police did not let deputies and lawyer to enter department, were activists (KIEV13120505) were. minimum 1 reported injured",Euromaidan,,Kyiv,Kyiv,,civic liberties,police abuse,,,,0,1,0,N,11,0,0,N
KIEV13120513,12/5/2013,2,12/8/2013,Thu,protest,picket,,party,rightists,"Svoboda, UDAR, BYT, UNA-UNSO, Democratic Alliance",law-enforcement,law-enforcement,,,,general prosecution,"300 to 3000 people picketed general prosecution, demanding to release activists, arrested on 1st of December",Euromaidan,,Kyiv,Kyiv,,civic liberties,anti-Pshonka,,,1651,0,0,0,N,,0,0,N
KIEV13120514,12/5/2013,1,12/5/2013,Thu,protest,picket,,NGO,,some European Ukraine NGO,foreign country,foreign country,,,,USA,they picketed USA embassy to protest against US intervention into Ukrainian affairs,Anti-Euromaidan,,Kyiv,Kyiv,,anti-USA,,,,301,0,0,0,N,,0,0,N
KIEV13120515,12/5/2013,1,12/5/2013,Thu,protest,resign,journalists,,,Medelian and Lefter from the 1st national channel,,"mass-media, government",,,,"1st channel, government","they resigned in protest against policy of the channel in relation to Euromaidan, especially in relation to events on 30th of November",Euromaidan,,Kyiv,Kyiv,,police abuse,freedom of speech,,,2,0,0,0,N,0,0,0,N
KIEV13120601,12/6/2013,1,12/6/2013,Fri,protest,symbolic,,party,,Democratic Alliance,law-enforcement,law-enforcement,,,,general prosecution,"they lied down in front of General prosecution office, protesting against arrest of Euromaidan activists on 1st of December",Euromaidan,,Kyiv,Kyiv,,civic liberties,,,,,0,0,0,N,,0,0,N
KIEV13120602,12/6/2013,1,12/6/2013,Fri,negative response,arrest,state forces,,,state forces,,,citizens,,,Kadura,he was also arrested for attack on administration of the president on 1st of December,Euromaidan,,Kyiv,Kyiv,,police abuse,EU,anti-government,,,1,0,0,N,,0,0,N
KIEV13120603,12/6/2013,1,12/6/2013,Fri,negative response,search,state forces,,,police,,,citizens,,,Kadura,his apartments and his relatives apartments were searched after his arrest (KIEV13120602),Euromaidan,,Kyiv,Kyiv,,police abuse,EU,anti-government,,,0,0,0,Y,,0,0,N
KIEV13120604,12/6/2013,1,12/6/2013,Fri,protest,boycott,,NGO,,Ukrainian Helsinki Human Rights Union,,"local authorities, government",,,,"government, local authorities","because of violence against peaceful protesters on Euromaidan, Union refused to work with local and central authorities",Euromaidan,,Kyiv,Kyiv,,police abuse,anti-government,,,,0,0,0,N,0,0,0,N
KIEV13120605,12/6/2013,1,12/6/2013,Fri,protest,demonstration/march,religious institution,,Russian nationalists,"some church, Orthodox MP denied their participation. hence, some cossacs and ""political orthodoxy""",,party,,,,opposition,religious march against Euromaidan,Anti-Euromaidan,,Kyiv,Kyiv,,EU,religious rights,anti-opposition,,999,0,0,0,N,,0,0,N
KIEV13120606,12/6/2013,1,12/6/2013,Fri,protest,picket,students,,,Euromaidan activists,company,"party, government",,,,"SKM (owned by PR main sponsor Akhmetov), government, PR","students picketed SKM office, demanding him to stop supporting Yanukovych",Euromaidan,,Kyiv,Kyiv,,police abuse,anti-Yanukovych,,,99,0,0,0,N,,0,0,N
KIEV13120607,12/6/2013,1,12/6/2013,Fri,protest,motorcade,,party,rightists,"opposition, including Svoboda",,government,,,,government,they had motorcade to President's residence in support of Euromaidan. 50 to 20 cars,Euromaidan,,Kyiv,Novi Petrivtsi village,,police abuse,EU,anti-Yanukovych,,35,0,0,0,N,,0,0,N
KIEV13120608,12/6/2013,1,12/6/2013,Fri,negative response,blockade,state forces,,,road police,,,,party,rightists,"opposition, including Svoobda","road police stopped motorcade, but some protesters managed to get to the residence by foot",Euromaidan,,Kyiv,Novi Petrivtsi village,,police abuse,EU,anti-Yanukovych,,,0,0,0,N,,0,0,N
KIEV13120609,12/6/2013,1,12/6/2013,Fri,other repression,censor,government,,,secretary of Council on National Security and Defense,,,mass-media,,,mas-media,"several sources reported that secretary gathered owners of TV channels and told them what to show (for example, to show less of Euromaidan)",Euromaidan,,Kyiv,Kyiv,,freedom of speech,,,,,0,0,0,N,0,0,0,N
KIEV13120610,12/6/2013,1,12/6/2013,Fri,protest,motorcade,car owners,,,Euromaidan activists,government,government,,,,"president, government","they ride to ""meet"" president in the airport",Euromaidan,,Kyiv,Kyiv Region,,police abuse,EU,anti-Yanukovych,,300,0,0,0,N,,0,0,N
KIEV13120611,12/6/2013,1,12/6/2013,Fri,protest,picket,,"party, NGO",rightists,"Road control, Euromaidan, opposition (Svoboda)",court,court,,,,Shevchenko district court,picket took place near the court where case of Dzyndzia was hearing (KIEV13120612),Euromaidan,,Kyiv,Kyiv,,civic liberties,police abuse,,,,0,0,0,N,,0,0,N
KIEV13120612,12/6/2013,1,12/6/2013,Fri,negative response,imprisonment,court,,,Shevchenko district court,,,journalists,NGO,,"Road control activist Dzyndzia, and two his ""abettors"" (likely Khadzhynov, and Kulykovskyi, or maybe somebody else, because earlier it was reported they were released)",they was convinced for 2-months imprisonment (see KIEV13120505),Euromaidan,,Kyiv,Kyiv,,police abuse,EU,anti-government,,,3,0,0,N,,0,0,N
KIEV13120613,12/6/2013,1,12/6/2013,Fri,protest,fight,"politician, lawyers",,,"some opposition, lawyer of Dzyndzia",,"state forces, court",,,,"court, court guards","after Dzyndzia was convinced (KIEV13120612), some fight happened in the court. some furniture was damaged",Euromaidan,,Kyiv,Kyiv,,civic liberties,police abuse,,,,0,0,0,Y,,0,0,N
KIEV13120614,12/6/2013,1,12/6/2013,Fri,protest,blockade,citizens,,,Euromaidan,,court,,,,Shevchenko district court,"after Dzyndzia was convinced (KIEV13120612), activists blocked the court. 300 to 4000 reported ",Euromaidan,,Kyiv,Kyiv,,civic liberties,police abuse,,,2151,0,0,0,N,,0,0,N
KIEV13120615,12/6/2013,1,12/6/2013,Fri,protest,blockade,students,,,Kyiv national linguistic university,education institution,"education institution, government",,,,"their university, government","they blocked entrance to the university, calling for strike in support of Euromaidan",Euromaidan,,Kyiv,Kyiv,,police abuse,EU,anti-government,,,0,0,0,N,,0,0,N
KIEV13120616,12/6/2013,1,12/6/2013,Fri,protest,demonstration/march,students,,,Kyiv national linguistic university,,government,,,,government,striking students marched to Euromaidan,Euromaidan,,Kyiv,Kyiv,,police abuse,EU,anti-government,,301,0,0,0,N,,0,0,N
